record_id,employee_id,event_id,date,due_date,status,completion_pct,score,feedback_rating,assigned_by,employee_role,employee_grade,employee_work_format,employee_preferred_language,employee_hire_date,event_type,event_format,duration_hours,mandatory,tenure_days_at_activity,attempt_number,prior_same_event_attempts,employee_prior_outcomes,employee_completion_rate_before,employee_dropped_rate_before,employee_no_show_rate_before,employee_declined_rate_before,employee_format_prior_outcomes,employee_format_completion_rate_before,employee_type_prior_outcomes,employee_type_completion_rate_before,event_prior_outcomes,event_completion_rate_before,is_first_employee_activity,days_since_previous_activity,outcome_class,completed_label
R000402,E0047,EV_011,2025-02-04,,dropped,15,,,self,Backend Engineer,Middle,office,ru,2022-12-22,workshop,offline,6,False,775,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,2,0.5,0,36,dropped,0
R000403,E0100,EV_023,2025-02-04,,dropped,90,,,manager,Product Manager,Junior,office,ru,2024-11-18,workshop,offline,6,False,78,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,3,0.6,0,64,dropped,0
R000404,E0046,EV_037,2025-02-06,,completed,100,,5.0,self,Sales Manager,Middle,hybrid,ru,2024-02-26,mentoring,online,12,False,346,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.6666666666666666,0,0.5,16,0.7222222222222222,0,21,completed,1
R000405,E0085,EV_040,2025-02-06,,completed,100,,4.0,self,Data Analyst,Lead,hybrid,ru,2018-05-23,workshop,offline,4,False,2451,1,0,1,0.4,0.2,0.2,0.2,0,0.5,1,0.6666666666666666,25,0.6666666666666666,0,7,completed,1
R000406,E0106,EV_040,2025-02-06,,no_show,0,,,self,Backend Engineer,Senior,remote,kk,2020-02-13,workshop,offline,4,False,1820,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,25,0.6666666666666666,0,94,no_show,0
R000407,E0008,EV_038,2025-02-07,,completed,100,64.0,4.0,self,Frontend Engineer,Senior,remote,en,2024-11-11,course,online,16,False,88,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,0,0.5,12,0.8571428571428571,0,28,completed,1
R000408,E0148,EV_038,2025-02-07,,completed,100,87.0,,hr,Sales Manager,Lead,office,kk,2020-08-18,course,online,16,False,1634,2,1,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,2,0.5,1,0.3333333333333333,12,0.8571428571428571,0,56,completed,1
R000409,E0186,EV_006,2025-02-07,,completed,100,,,self,Backend Engineer,Middle,hybrid,ru,2022-06-16,workshop,offline,12,False,967,1,0,1,0.2,0.2,0.2,0.4,0,0.5,0,0.5,2,0.5,0,71,completed,1
R000410,E0144,EV_039,2025-02-10,,completed,100,,,self,Customer Support Specialist,Junior,office,ru,2024-09-16,workshop,online,3,False,147,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.6666666666666666,2,0.75,13,0.6,0,62,completed,1
R000411,E0154,EV_036,2025-02-10,,completed,100,,5.0,self,Frontend Engineer,Middle,office,ru,2023-08-16,meetup,offline,2,False,544,1,0,3,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,1,0.3333333333333333,0,0.5,15,0.7647058823529411,0,27,completed,1
R000412,E0071,EV_037,2025-02-11,,completed,100,,2.0,manager,Product Manager,Middle,office,kk,2022-11-14,mentoring,online,12,False,820,1,0,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,0.6666666666666666,0,0.5,17,0.7368421052631579,0,25,completed,1
R000413,E0186,EV_019,2025-02-11,,completed,100,,5.0,manager,Backend Engineer,Middle,hybrid,ru,2022-06-16,workshop,offline,8,False,971,1,0,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,1,0.6666666666666666,1,0.6666666666666666,5,0.2857142857142857,0,4,completed,1
R000414,E0021,EV_039,2025-02-12,,completed,100,,4.0,self,Customer Support Specialist,Middle,remote,ru,2024-09-12,workshop,online,3,False,153,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,14,0.625,0,100,completed,1
R000415,E0140,EV_040,2025-02-12,,completed,100,,2.0,manager,Backend Engineer,Middle,office,ru,2024-06-21,workshop,offline,4,False,236,1,0,2,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,27,0.6551724137931034,0,23,completed,1
R000416,E0035,EV_039,2025-02-14,,completed,100,,,self,Customer Support Specialist,Lead,hybrid,ru,2021-08-26,workshop,online,3,False,1268,1,0,1,0.4,0.2,0.2,0.2,0,0.5,1,0.6666666666666666,15,0.6470588235294118,0,38,completed,1
R000417,E0065,EV_009,2025-02-14,,declined,0,,,manager,QA Engineer,Middle,hybrid,en,2022-08-01,certification,self_paced,40,False,928,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,6,0.625,0,102,declined,0
R000418,E0181,EV_004,2025-02-14,2025-02-26,completed,100,,5.0,hr,Product Manager,Senior,office,ru,2025-01-27,onboarding,offline,8,True,18,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,15,not_training_eligible,
R000419,E0005,EV_037,2025-02-17,,declined,0,,,manager,Backend Engineer,Middle,hybrid,kk,2024-06-12,mentoring,online,12,False,250,1,0,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0,0.5,0,0.5,18,0.75,0,14,declined,0
R000420,E0066,EV_018,2025-02-17,,completed,100,92.0,4.0,manager,QA Engineer,Middle,office,en,2024-05-14,course,online,24,False,279,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,0,0.5,1,0.3333333333333333,0,68,completed,1
R000421,E0071,EV_040,2025-02-17,,completed,100,,4.0,manager,Product Manager,Middle,office,kk,2022-11-14,workshop,offline,4,False,826,1,0,4,0.625,0.125,0.125,0.125,2,0.75,2,0.75,28,0.6666666666666666,0,6,completed,1
R000422,E0113,EV_001,2025-02-17,2025-03-19,completed,100,91.0,,hr,Product Manager,Junior,office,ru,2025-02-14,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000423,E0113,EV_002,2025-02-17,2025-03-19,completed,100,92.0,,hr,Product Manager,Junior,office,ru,2025-02-14,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000424,E0113,EV_003,2025-02-17,2025-03-19,completed,100,91.0,,hr,Product Manager,Junior,office,ru,2025-02-14,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000425,E0115,EV_001,2025-02-17,2025-03-19,completed,100,85.0,,hr,Frontend Engineer,Junior,hybrid,ru,2025-02-12,compliance,self_paced,2,True,5,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000426,E0115,EV_002,2025-02-17,2025-03-19,completed,100,81.0,,hr,Frontend Engineer,Junior,hybrid,ru,2025-02-12,compliance,self_paced,2,True,5,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000427,E0115,EV_003,2025-02-17,2025-03-19,completed,100,96.0,,hr,Frontend Engineer,Junior,hybrid,ru,2025-02-12,compliance,self_paced,2,True,5,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000428,E0176,EV_026,2025-02-17,,completed,100,,5.0,self,Product Manager,Junior,hybrid,ru,2024-04-29,workshop,offline,8,False,294,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,1,0.6666666666666666,1,0.6666666666666666,0,20,completed,1
R000429,E0047,EV_006,2025-02-18,,dropped,15,,3.0,self,Backend Engineer,Middle,office,ru,2022-12-22,workshop,offline,12,False,789,1,0,3,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,1,0.3333333333333333,1,0.3333333333333333,3,0.6,0,14,dropped,0
R000430,E0160,EV_040,2025-02-18,,completed,100,,5.0,self,Customer Support Specialist,Junior,hybrid,ru,2024-11-13,workshop,offline,4,False,97,1,0,1,0.4,0.2,0.2,0.2,0,0.5,1,0.6666666666666666,29,0.6774193548387096,0,32,completed,1
R000431,E0186,EV_005,2025-02-18,,no_show,0,,,manager,Backend Engineer,Middle,hybrid,ru,2022-06-16,course,online,16,False,978,1,0,3,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,0.5,0,0.5,3,0.4,0,7,no_show,0
R000432,E0081,EV_034,2025-02-19,,no_show,0,,,manager,Customer Support Specialist,Middle,hybrid,kk,2023-12-29,workshop,online,4,False,418,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,10,0.5833333333333334,0,107,no_show,0
R000433,E0153,EV_039,2025-02-19,,completed,100,,5.0,hr,Sales Manager,Middle,office,ru,2022-10-17,workshop,online,3,False,856,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.6666666666666666,1,0.6666666666666666,16,0.6666666666666666,0,106,completed,1
R000434,E0025,EV_008,2025-02-20,,completed,100,,,hr,Data Analyst,Junior,office,kk,2024-04-22,workshop,online,4,False,304,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,18,0.75,0,108,completed,1
R000435,E0124,EV_001,2025-02-20,2025-03-22,completed,100,83.0,,hr,Data Analyst,Middle,office,kk,2025-02-17,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000436,E0124,EV_002,2025-02-20,2025-03-22,completed,100,98.0,,hr,Data Analyst,Middle,office,kk,2025-02-17,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000437,E0124,EV_003,2025-02-20,2025-03-22,completed,100,91.0,,hr,Data Analyst,Middle,office,kk,2025-02-17,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000438,E0137,EV_001,2025-02-20,2025-03-22,completed,100,99.0,,hr,Backend Engineer,Middle,remote,kk,2025-02-17,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000439,E0137,EV_002,2025-02-20,2025-03-22,completed,100,84.0,,hr,Backend Engineer,Middle,remote,kk,2025-02-17,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000440,E0137,EV_003,2025-02-20,2025-03-22,completed,100,77.0,,hr,Backend Engineer,Middle,remote,kk,2025-02-17,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000441,E0171,EV_011,2025-02-20,,completed,100,,5.0,manager,QA Engineer,Middle,hybrid,ru,2024-11-18,workshop,offline,6,False,94,1,0,1,0.2,0.4,0.2,0.2,0,0.5,1,0.3333333333333333,3,0.4,0,42,completed,1
R000442,E0050,EV_037,2025-02-21,,completed,100,,5.0,manager,Backend Engineer,Lead,hybrid,ru,2017-01-24,mentoring,online,12,False,2950,1,0,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,3,0.6,0,0.5,19,0.7142857142857143,0,30,completed,1
R000443,E0051,EV_032,2025-02-21,,completed,100,,3.0,self,Sales Manager,Senior,office,kk,2023-01-30,workshop,offline,8,False,753,1,0,1,0.4,0.2,0.2,0.2,0,0.5,1,0.6666666666666666,6,0.875,0,109,completed,1
R000444,E0112,EV_039,2025-02-21,,completed,100,,4.0,self,Customer Support Specialist,Senior,hybrid,ru,2019-12-30,workshop,online,3,False,1880,1,0,3,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,3,0.6,0,0.5,17,0.6842105263157895,0,25,completed,1
R000445,E0133,EV_008,2025-02-21,,completed,100,,5.0,self,HR Business Partner,Lead,office,ru,2019-08-23,workshop,online,4,False,2009,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,19,0.7619047619047619,0,109,completed,1
R000446,E0184,EV_010,2025-02-21,,declined,0,,,manager,Backend Engineer,Middle,office,ru,2024-10-30,course,online,20,False,114,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,3,0.6,0,108,declined,0
R000447,E0185,EV_008,2025-02-21,,completed,100,,4.0,manager,Customer Support Specialist,Middle,remote,kk,2024-10-21,workshop,online,4,False,123,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,19,0.7619047619047619,0,109,completed,1
R000448,E0050,EV_009,2025-02-24,,completed,100,67.0,4.0,self,Backend Engineer,Lead,hybrid,ru,2017-01-24,certification,self_paced,40,False,2953,1,0,4,0.5,0.125,0.25,0.125,0,0.5,0,0.5,7,0.5555555555555556,0,3,completed,1
R000449,E0055,EV_036,2025-02-24,,no_show,0,,,hr,Product Manager,Lead,hybrid,en,2023-02-22,meetup,offline,2,False,733,1,0,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0.5,0,0.5,16,0.7777777777777778,0,53,no_show,0
R000450,E0083,EV_004,2025-02-24,2025-03-01,completed,100,,,hr,Customer Support Specialist,Senior,hybrid,ru,2025-01-30,onboarding,offline,8,True,25,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,21,not_training_eligible,
R000451,E0116,EV_001,2025-02-24,2025-03-26,completed,100,76.0,,hr,Product Manager,Middle,office,kk,2025-02-20,compliance,self_paced,2,True,4,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000452,E0116,EV_002,2025-02-24,2025-03-26,completed,100,76.0,,hr,Product Manager,Middle,office,kk,2025-02-20,compliance,self_paced,2,True,4,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000453,E0116,EV_003,2025-02-24,2025-03-26,completed,100,96.0,,hr,Product Manager,Middle,office,kk,2025-02-20,compliance,self_paced,2,True,4,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000454,E0166,EV_001,2025-02-24,2025-03-26,completed,100,87.0,,hr,Sales Manager,Senior,office,kk,2025-02-21,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000455,E0166,EV_002,2025-02-24,2025-03-26,completed,100,90.0,,hr,Sales Manager,Senior,office,kk,2025-02-21,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000456,E0166,EV_003,2025-02-24,2025-03-26,completed,100,71.0,,hr,Sales Manager,Senior,office,kk,2025-02-21,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000457,E0199,EV_025,2025-02-24,,completed,100,94.0,,manager,Data Analyst,Senior,hybrid,ru,2019-12-24,course,online,10,False,1889,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.6666666666666666,0,0.5,3,0.6,0,28,completed,1
R000458,E0095,EV_031,2025-02-26,,declined,0,,,manager,HR Business Partner,Middle,office,kk,2021-12-20,workshop,online,6,False,1164,1,0,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,2,0.5,2,0.5,1,0.6666666666666666,0,85,declined,0
R000459,E0116,EV_004,2025-02-26,2025-03-22,completed,100,,5.0,hr,Product Manager,Middle,office,kk,2025-02-20,onboarding,offline,8,True,6,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,2,not_training_eligible,
R000460,E0181,EV_027,2025-02-26,,no_show,0,,,self,Product Manager,Senior,office,ru,2025-01-27,workshop,online,6,False,30,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,5,0.8571428571428571,0,12,no_show,0
R000461,E0003,EV_040,2025-02-27,,completed,100,,4.0,self,Customer Support Specialist,Senior,hybrid,kk,2019-09-16,workshop,offline,4,False,1991,1,0,1,0.4,0.2,0.2,0.2,0,0.5,1,0.6666666666666666,30,0.6875,0,115,completed,1
R000462,E0059,EV_037,2025-02-27,,dropped,85,,1.0,manager,Sales Manager,Middle,remote,ru,2023-06-28,mentoring,online,12,False,610,1,0,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,2,0.75,0,0.5,20,0.7272727272727273,0,78,dropped,0
R000463,E0064,EV_038,2025-02-27,,dropped,40,,,self,Backend Engineer,Senior,office,ru,2021-10-20,course,online,16,False,1226,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,14,0.875,0,115,dropped,0
R000464,E0026,EV_036,2025-02-28,,completed,100,,,self,Backend Engineer,Senior,hybrid,kk,2022-04-25,meetup,offline,2,False,1040,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,17,0.7368421052631579,0,116,completed,1
R000465,E0079,EV_034,2025-02-28,,completed,100,,5.0,self,Sales Manager,Junior,office,ru,2024-10-14,workshop,online,4,False,137,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,0,0.5,11,0.5384615384615384,0,72,completed,1
R000466,E0102,EV_016,2025-02-28,,completed,100,,5.0,self,Frontend Engineer,Junior,remote,ru,2024-05-30,workshop,online,4,False,274,1,0,1,0.2,0.2,0.4,0.2,0,0.5,1,0.3333333333333333,7,0.7777777777777778,0,63,completed,1
R000467,E0002,EV_002,2025-03-03,2025-04-02,completed,100,93.0,,hr,Backend Engineer,Middle,remote,ru,2023-04-25,compliance,self_paced,2,True,678,1,0,1,0.2,0.4,0.2,0.2,0,0.5,0,0.5,0,0.5,0,96,not_training_eligible,
R000468,E0003,EV_002,2025-03-03,2025-04-02,completed,100,83.0,,hr,Customer Support Specialist,Senior,hybrid,kk,2019-09-16,compliance,self_paced,2,True,1995,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,4,not_training_eligible,
R000469,E0004,EV_002,2025-03-03,2025-04-02,completed,100,72.0,,hr,Data Analyst,Middle,office,ru,2021-10-21,compliance,self_paced,2,True,1229,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000470,E0005,EV_002,2025-03-03,2025-04-02,completed,100,92.0,,hr,Backend Engineer,Middle,hybrid,kk,2024-06-12,compliance,self_paced,2,True,264,1,0,4,0.375,0.125,0.25,0.25,0,0.5,0,0.5,0,0.5,0,14,not_training_eligible,
R000471,E0006,EV_002,2025-03-03,2025-04-02,completed,100,90.0,,hr,Frontend Engineer,Lead,office,kk,2018-01-16,compliance,self_paced,2,True,2603,1,0,3,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,2,0.75,0,0.5,0,0.5,0,48,not_training_eligible,
R000472,E0007,EV_002,2025-03-03,2025-04-02,completed,100,82.0,,hr,Backend Engineer,Senior,office,kk,2018-10-26,compliance,self_paced,2,True,2320,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.6666666666666666,0,0.5,0,0.5,0,88,not_training_eligible,
R000473,E0010,EV_002,2025-03-03,2025-04-02,completed,100,100.0,,hr,Customer Support Specialist,Middle,remote,ru,2023-11-24,compliance,self_paced,2,True,465,1,0,1,0.2,0.4,0.2,0.2,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000474,E0011,EV_002,2025-03-03,2025-04-02,completed,100,77.0,,hr,Data Analyst,Senior,office,kk,2021-01-11,compliance,self_paced,2,True,1512,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,33,not_training_eligible,
R000475,E0012,EV_002,2025-03-03,2025-04-02,completed,100,82.0,,hr,Sales Manager,Middle,hybrid,ru,2022-01-19,compliance,self_paced,2,True,1139,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000476,E0013,EV_002,2025-03-03,2025-04-02,completed,100,76.0,,hr,Backend Engineer,Senior,office,ru,2020-12-28,compliance,self_paced,2,True,1526,1,0,3,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,0.3333333333333333,0,0.5,0,0.5,0,88,not_training_eligible,
R000477,E0014,EV_002,2025-03-03,2025-04-02,completed,100,84.0,,hr,HR Business Partner,Lead,office,en,2019-10-02,compliance,self_paced,2,True,1979,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,74,not_training_eligible,
R000478,E0015,EV_002,2025-03-03,2025-04-02,completed,100,88.0,,hr,Frontend Engineer,Middle,office,ru,2024-03-20,compliance,self_paced,2,True,348,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,69,not_training_eligible,
R000479,E0017,EV_002,2025-03-03,2025-04-02,completed,100,100.0,,hr,Product Manager,Senior,office,ru,2019-02-26,compliance,self_paced,2,True,2197,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000480,E0018,EV_002,2025-03-03,2025-04-02,completed,100,91.0,,hr,Customer Support Specialist,Junior,remote,en,2024-03-26,compliance,self_paced,2,True,342,1,0,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0.5,0,0.5,0,0.5,0,117,not_training_eligible,
R000481,E0020,EV_002,2025-03-03,2025-04-02,completed,100,97.0,,hr,Product Manager,Junior,remote,ru,2024-05-22,compliance,self_paced,2,True,285,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,67,not_training_eligible,
R000482,E0021,EV_002,2025-03-03,2025-04-02,completed,100,75.0,,hr,Customer Support Specialist,Middle,remote,ru,2024-09-12,compliance,self_paced,2,True,172,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,19,not_training_eligible,
R000483,E0025,EV_002,2025-03-03,2025-04-02,completed,100,75.0,,hr,Data Analyst,Junior,office,kk,2024-04-22,compliance,self_paced,2,True,315,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,11,not_training_eligible,
R000484,E0026,EV_002,2025-03-03,2025-04-02,completed,100,82.0,,hr,Backend Engineer,Senior,hybrid,kk,2022-04-25,compliance,self_paced,2,True,1043,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,3,not_training_eligible,
R000485,E0028,EV_002,2025-03-03,2025-04-02,completed,100,71.0,,hr,Backend Engineer,Middle,hybrid,kk,2022-05-23,compliance,self_paced,2,True,1015,1,0,1,0.2,0.2,0.4,0.2,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000486,E0032,EV_002,2025-03-03,2025-04-02,completed,100,81.0,,hr,Data Analyst,Junior,hybrid,kk,2024-07-18,compliance,self_paced,2,True,228,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,108,not_training_eligible,
R000487,E0035,EV_002,2025-03-03,2025-04-02,completed,100,81.0,,hr,Customer Support Specialist,Lead,hybrid,ru,2021-08-26,compliance,self_paced,2,True,1285,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,17,not_training_eligible,
R000488,E0038,EV_002,2025-03-03,2025-04-02,completed,100,100.0,,hr,Product Manager,Senior,hybrid,kk,2022-06-24,compliance,self_paced,2,True,983,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000489,E0039,EV_002,2025-03-03,2025-04-02,completed,100,94.0,,hr,Data Analyst,Middle,hybrid,ru,2022-08-29,compliance,self_paced,2,True,917,1,0,1,0.2,0.2,0.4,0.2,0,0.5,0,0.5,0,0.5,0,83,not_training_eligible,
R000490,E0041,EV_002,2025-03-03,2025-04-02,completed,100,80.0,,hr,Product Manager,Senior,office,kk,2023-09-22,compliance,self_paced,2,True,528,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000491,E0042,EV_002,2025-03-03,2025-04-02,completed,100,70.0,,hr,Frontend Engineer,Junior,hybrid,ru,2024-08-21,compliance,self_paced,2,True,194,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000492,E0043,EV_002,2025-03-03,2025-04-02,completed,100,77.0,,hr,Frontend Engineer,Senior,hybrid,ru,2021-08-13,compliance,self_paced,2,True,1298,1,0,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,0.6666666666666666,0,0.5,0,0.5,0,41,not_training_eligible,
R000493,E0044,EV_002,2025-03-03,2025-04-02,completed,100,90.0,,hr,Frontend Engineer,Lead,office,kk,2022-10-17,compliance,self_paced,2,True,868,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,119,not_training_eligible,
R000494,E0046,EV_002,2025-03-03,2025-04-02,completed,100,96.0,,hr,Sales Manager,Middle,hybrid,ru,2024-02-26,compliance,self_paced,2,True,371,1,0,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0.5,0,0.5,0,0.5,0,25,not_training_eligible,
R000495,E0047,EV_002,2025-03-03,2025-04-02,completed,100,100.0,,hr,Backend Engineer,Middle,office,ru,2022-12-22,compliance,self_paced,2,True,802,1,0,4,0.375,0.375,0.125,0.125,2,0.75,0,0.5,0,0.5,0,13,not_training_eligible,
R000496,E0050,EV_002,2025-03-03,2025-04-02,completed,100,72.0,,hr,Backend Engineer,Lead,hybrid,ru,2017-01-24,compliance,self_paced,2,True,2960,1,0,5,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,1,0.6666666666666666,0,0.5,0,0.5,0,7,not_training_eligible,
R000497,E0051,EV_002,2025-03-03,2025-04-02,completed,100,85.0,,hr,Sales Manager,Senior,office,kk,2023-01-30,compliance,self_paced,2,True,763,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,10,not_training_eligible,
R000498,E0053,EV_002,2025-03-03,2025-04-02,completed,100,98.0,,hr,QA Engineer,Junior,remote,kk,2024-05-28,compliance,self_paced,2,True,279,1,0,4,0.25,0.125,0.5,0.125,0,0.5,0,0.5,0,0.5,0,40,not_training_eligible,
R000499,E0054,EV_002,2025-03-03,2025-04-02,completed,100,97.0,,hr,Data Analyst,Senior,hybrid,kk,2022-11-30,compliance,self_paced,2,True,824,1,0,3,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,0.5,0,0.5,0,0.5,0,88,not_training_eligible,
R000500,E0055,EV_002,2025-03-03,2025-04-02,completed,100,83.0,,hr,Product Manager,Lead,hybrid,en,2023-02-22,compliance,self_paced,2,True,740,1,0,4,0.5,0.125,0.25,0.125,0,0.5,0,0.5,0,0.5,0,7,not_training_eligible,
R000501,E0056,EV_002,2025-03-03,2025-04-02,completed,100,86.0,,hr,Sales Manager,Middle,office,ru,2022-07-18,compliance,self_paced,2,True,959,1,0,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,34,not_training_eligible,
